base_correct,cases,correct,delta_reader_tokens_vs_official_mem0_pct,delta_reader_visible_context_vs_official_mem0_pct,losses_vs_official_mem0,policy_name,reader_total_tokens,reader_visible_retrieved_context_tokens,tokens_per_correct,wins_vs_official_mem0
62,311,56,37.242507818788845,53.373044983714315,10,random_seed_3045,95114,15890,1698.4642857142858,4
62,311,57,37.25834334050331,53.58431878869685,9,random_seed_3046,95090,15818,1668.2456140350878,4
62,311,59,37.182464798954854,53.42586343495994,5,random_seed_3047,95205,15872,1613.6440677966102,2
62,311,59,37.201599387693165,53.46107573579037,7,random_seed_3048,95176,15860,1613.1525423728813,4
62,311,57,37.35797516462345,53.8542797617301,8,random_seed_3049,94939,15726,1665.5964912280701,3
62,311,60,37.042584357143795,53.18231168754952,6,random_seed_3050,95417,15955,1590.2833333333333,4
62,311,58,37.23986856516977,53.55497520467149,7,random_seed_3051,95118,15828,1639.9655172413793,3
62,311,60,37.17190778447855,53.46694445259544,5,random_seed_3052,95221,15858,1587.0166666666667,3
62,311,60,37.23195080431254,53.443469585375155,5,random_seed_3053,95130,15866,1585.5,3
62,311,56,37.25042557964608,53.57258135508671,8,random_seed_3054,95102,15822,1698.25,2
62,311,60,37.20687789493131,53.33489832448135,4,random_seed_3055,95168,15903,1586.1333333333334,2
62,311,58,37.182464798954854,53.41706035975234,7,random_seed_3056,95205,15875,1641.4655172413793,3
62,311,58,37.25108539305085,53.361307550104165,6,random_seed_3057,95101,15894,1639.6724137931035,2
62,311,55,37.259003153908075,53.68995569118812,9,random_seed_3058,95089,15782,1728.8909090909092,2
62,311,57,37.25108539305085,53.64300595674756,9,random_seed_3059,95101,15798,1668.438596491228,4
62,311,56,37.22337323005054,53.6459403151501,9,random_seed_3060,95143,15797,1698.982142857143,3
62,311,61,37.07161614695364,53.167639895536844,6,random_seed_3061,95373,15960,1563.4918032786886,5
62,311,55,37.239208751765,53.75744593444644,9,random_seed_3062,95119,15759,1729.4363636363637,2
62,311,54,37.278797556051146,53.52563162064614,10,random_seed_3063,95059,15838,1760.351851851852,2
62,311,57,37.30057139840853,53.87775462895038,8,random_seed_3064,95026,15718,1667.122807017544,3
62,311,56,37.20225920109793,53.62539980633234,10,random_seed_3065,95175,15804,1699.5535714285713,4
62,311,58,37.10724607081117,53.273276798028114,8,random_seed_3066,95319,15924,1643.4310344827586,4
62,311,56,37.14485543488302,53.4640100941929,9,random_seed_3067,95262,15859,1701.107142857143,3
62,311,57,37.32234524076591,53.85721412013263,7,random_seed_3068,94993,15725,1666.5438596491229,2
62,311,56,37.3909658348619,54.065553566712644,9,random_seed_3069,94889,15654,1694.4464285714287,3
62,311,57,37.268900354979614,53.6136623727222,10,random_seed_3070,95074,15808,1667.9649122807018,5
62,311,57,37.21809472281239,53.53443469585375,8,random_seed_3071,95151,15835,1669.3157894736842,3
62,311,56,37.26560128795577,53.540303412658815,10,random_seed_3072,95079,15833,1697.8392857142858,4
62,311,58,37.22667229707439,53.46107573579037,8,random_seed_3073,95138,15860,1640.3103448275863,4
62,311,56,37.16399002362132,53.53150033745122,7,random_seed_3074,95233,15836,1700.5892857142858,1
62,311,59,37.12110215231132,53.29088294844332,6,random_seed_3075,95298,15918,1615.2203389830509,3
62,311,56,37.134958233811474,53.27621115643064,9,random_seed_3076,95277,15923,1701.375,3
62,311,54,37.291334010741764,53.48748496141319,10,random_seed_3077,95040,15851,1760.0,2
62,311,58,37.23195080431254,53.58725314709939,7,random_seed_3078,95130,15817,1640.1724137931035,3
62,311,58,37.29199382414653,53.772117726459115,6,random_seed_3079,95039,15754,1638.603448275862,2
62,311,57,37.20093957428839,53.549106487866425,8,random_seed_3080,95177,15830,1669.7719298245613,3
62,311,55,37.293973264360844,53.819067460899674,11,random_seed_3081,95036,15738,1727.9272727272728,4
62,311,58,37.31310785309914,53.769183368056574,9,random_seed_3082,95007,15755,1638.051724137931,5
62,311,59,37.25108539305085,53.52563162064614,7,random_seed_3083,95101,15838,1611.8813559322034,4
62,311,55,37.20753770833608,53.63126852313742,9,random_seed_3084,95167,15802,1730.3090909090909,2
62,311,56,37.186423679383466,53.378913700519384,8,random_seed_3085,95199,15888,1699.982142857143,2
62,311,57,37.317726546932526,53.83960796971742,7,random_seed_3086,95000,15731,1666.6666666666667,2
62,311,56,37.305190092241915,53.73983978403122,10,random_seed_3087,95019,15765,1696.767857142857,4
62,311,56,37.21017696195516,53.74277414243376,9,random_seed_3088,95163,15764,1699.3392857142858,3
62,311,58,37.27087979519392,53.780920801666724,7,random_seed_3089,95071,15751,1639.155172413793,3
62,311,53,37.31310785309914,53.819067460899674,11,random_seed_3090,95007,15738,1792.5849056603774,2
62,311,59,37.25042557964608,53.64300595674756,8,random_seed_3091,95102,15798,1611.8983050847457,5
62,311,55,37.17454703809763,53.46694445259544,10,random_seed_3092,95217,15858,1731.2181818181818,3
62,311,57,37.22469285686008,53.42586343495994,7,random_seed_3093,95141,15872,1669.140350877193,2
62,311,56,37.15541244935932,53.5461721294639,8,random_seed_3094,95246,15831,1700.8214285714287,2
62,311,53,37.34082001609945,53.819067460899674,11,random_seed_3095,94965,15738,1791.7924528301887,2
62,311,54,37.11978252550179,53.24393321400276,11,random_seed_3096,95300,15934,1764.8148148148148,3
62,311,55,37.29199382414653,53.83080489450982,9,random_seed_3097,95039,15734,1727.9818181818182,2
62,311,55,37.20885733514562,53.64300595674756,8,random_seed_3098,95165,15798,1730.2727272727273,1
62,311,55,37.25702371369376,53.71049620000586,11,random_seed_3099,95092,15775,1728.9454545454546,4
62,311,56,37.35071721717099,53.868951553742775,10,random_seed_3100,94950,15721,1695.5357142857142,4
62,311,55,37.31178822628961,53.78972387687432,9,random_seed_3101,95009,15748,1727.4363636363637,2
62,311,58,37.194341440240706,53.36717626690925,6,random_seed_3102,95187,15892,1641.155172413793,2
62,311,57,37.26296203433669,53.616596731124744,9,random_seed_3103,95083,15807,1668.122807017544,4
62,311,61,37.30782934586099,53.827870536107284,6,random_seed_3104,95015,15735,1557.622950819672,5
62,311,58,37.091410549096715,53.396519850934595,8,random_seed_3105,95343,15882,1643.844827586207,4
62,311,58,37.189062933002546,53.42586343495994,8,random_seed_3106,95195,15872,1641.2931034482758,4
62,311,56,37.363913485266366,53.780920801666724,9,random_seed_3107,94930,15751,1695.1785714285713,3
62,311,60,37.20819752174085,53.43760086857009,5,random_seed_3108,95166,15868,1586.1,3
62,311,58,37.30189102521807,53.73397106722615,7,random_seed_3109,95024,15767,1638.344827586207,3
62,311,60,37.14617506169255,53.38771677572699,6,random_seed_3110,95260,15885,1587.6666666666667,4
62,311,56,37.23327043112208,53.68995569118812,9,random_seed_3111,95128,15782,1698.7142857142858,3
62,311,59,37.2029190145027,53.46694445259544,8,random_seed_3112,95174,15858,1613.1186440677966,5
62,311,56,37.23854893836023,53.6136623727222,8,random_seed_3113,95120,15808,1698.5714285714287,2
62,311,57,37.235249871336386,53.3554388332991,9,random_seed_3114,95125,15896,1668.859649122807,4
62,311,57,37.3995434091239,53.87775462895038,9,random_seed_3115,94876,15718,1664.4912280701753,4
62,311,58,37.18444423916916,53.35837319170164,8,random_seed_3116,95202,15895,1641.4137931034484,4
62,311,56,37.25306483326516,53.44053522697262,10,random_seed_3117,95098,15867,1698.1785714285713,4
62,311,60,37.233930244526846,53.769183368056574,6,random_seed_3118,95127,15755,1585.45,4
62,311,59,37.297932144789456,53.77798644326418,6,random_seed_3119,95030,15752,1610.677966101695,3
62,311,59,37.2926536375513,53.73103670882362,5,random_seed_3120,95038,15768,1610.8135593220338,2
62,311,57,37.27417886221777,53.607793655917135,8,random_seed_3121,95066,15810,1667.8245614035088,3
62,311,58,37.355995724409134,53.80146131048447,8,random_seed_3122,94942,15744,1636.9310344827586,4
62,311,58,37.12572084614471,53.33783268288389,7,random_seed_3123,95291,15902,1642.948275862069,3
62,311,56,37.334881695456524,53.96871973942897,9,random_seed_3124,94974,15687,1695.9642857142858,3
62,311,61,37.24712651262223,53.60192493911207,5,random_seed_3125,95107,15812,1559.1311475409836,4
62,311,56,37.235249871336386,53.65180903195517,8,random_seed_3126,95125,15795,1698.6607142857142,2
62,311,56,37.18444423916916,53.3466357580915,9,random_seed_3127,95202,15899,1700.0357142857142,3
62,311,54,37.22865173728869,53.33489832448135,11,random_seed_3128,95135,15903,1761.7592592592594,3
62,311,57,37.211496588764696,53.62833416473488,8,random_seed_3129,95161,15803,1669.4912280701753,3
62,311,58,37.18840311959778,53.37597934211684,7,random_seed_3130,95196,15889,1641.3103448275863,3
62,311,56,37.116483458477944,53.428797793362484,8,random_seed_3131,95305,15871,1701.875,2
62,311,57,37.10130775016825,53.19111476275712,8,random_seed_3132,95328,15952,1672.421052631579,3
62,311,56,37.16333021021655,53.62539980633234,9,random_seed_3133,95234,15804,1700.607142857143,3
62,311,58,37.31178822628961,53.77505208486164,7,random_seed_3134,95009,15753,1638.0862068965516,3
62,311,57,37.246466699217464,53.604859297514594,8,random_seed_3135,95108,15811,1668.561403508772,3
62,311,57,37.23261061771731,53.55497520467149,7,random_seed_3136,95129,15828,1668.9298245614036,2
62,311,58,37.197640507264545,53.2967516652484,7,random_seed_3137,95182,15916,1641.0689655172414,3
62,311,62,37.191702186621626,53.58431878869685,4,random_seed_3138,95191,15818,1535.3387096774193,4
62,311,54,37.296612517979916,53.780920801666724,9,random_seed_3139,95032,15751,1759.851851851852,1
62,311,57,37.27219942200345,53.74864285923883,8,random_seed_3140,95069,15762,1667.877192982456,3
62,311,59,37.27813774264638,53.82493617770474,6,random_seed_3141,95060,15736,1611.1864406779662,3
62,311,58,37.20687789493131,53.443469585375155,7,random_seed_3142,95168,15866,1640.8275862068965,3
62,311,58,37.293973264360844,53.772117726459115,7,random_seed_3143,95036,15754,1638.551724137931,3
62,311,58,37.241188191979305,53.53150033745122,6,random_seed_3144,95116,15836,1639.9310344827586,2
62,311,56,37.25966296731285,53.61072801431966,8,random_seed_3145,95088,15809,1698.0,2
62,311,56,37.239208751765,53.61072801431966,9,random_seed_3146,95119,15809,1698.5535714285713,3
62,311,58,37.17190778447855,53.3554388332991,6,random_seed_3147,95221,15896,1641.7413793103449,2
62,311,56,37.256363900288996,53.552040846268966,9,random_seed_3148,95093,15829,1698.0892857142858,3
62,311,57,37.134958233811474,53.31729217406615,7,random_seed_3149,95277,15909,1671.5263157894738,2
62,311,57,37.263621847741454,53.78385516006925,6,random_seed_3150,95082,15750,1668.1052631578948,1
62,311,55,37.39162564826667,54.13304380997095,9,random_seed_3151,94888,15631,1725.2363636363636,2
62,311,60,37.224033043455314,53.722233633616014,6,random_seed_3152,95142,15771,1585.7,4
62,311,53,37.12704047295425,53.06787170985064,11,random_seed_3153,95289,15994,1797.9056603773586,2
62,311,57,37.196320880455005,53.51682854543854,8,random_seed_3154,95184,15841,1669.8947368421052,3
62,311,55,37.10724607081117,53.604859297514594,8,random_seed_3155,95319,15811,1733.0727272727272,1
62,311,57,37.29067419733699,53.89536077936559,9,random_seed_3156,95041,15712,1667.3859649122808,4
62,311,57,37.24712651262223,53.6459403151501,9,random_seed_3157,95107,15797,1668.5438596491229,4
62,311,54,37.22997136409823,53.557909563074034,10,random_seed_3158,95133,15827,1761.7222222222222,2
62,311,56,37.13099935338286,53.39358549253206,10,random_seed_3159,95283,15883,1701.482142857143,4
62,311,56,37.24910595283654,53.56084392147656,8,random_seed_3160,95104,15826,1698.2857142857142,2
62,311,57,37.235249871336386,53.57258135508671,8,random_seed_3161,95125,15822,1668.859649122807,3
62,311,54,37.25306483326516,53.722233633616014,10,random_seed_3162,95098,15771,1761.0740740740741,2
62,311,54,37.05512081183441,53.150033745121625,10,random_seed_3163,95398,15966,1766.6296296296296,2
62,311,56,37.3289433748136,53.84547668652249,9,random_seed_3164,94983,15729,1696.125,3
62,311,55,37.196320880455005,53.33783268288389,9,random_seed_3165,95184,15902,1730.6181818181817,2
62,311,55,37.12044233890656,53.58138443029432,11,random_seed_3166,95299,15819,1732.709090909091,4
62,311,59,37.091410549096715,53.17350861234191,8,random_seed_3167,95343,15958,1615.9830508474577,5
62,311,53,37.241188191979305,53.45814137738783,11,random_seed_3168,95116,15861,1794.6415094339623,2
62,311,58,37.28077699626546,53.598990580709525,7,random_seed_3169,95056,15813,1638.896551724138,3
62,311,56,37.39822378231436,53.951113589013765,10,random_seed_3170,94878,15693,1694.25,4
62,311,59,37.23195080431254,53.51095982863347,6,random_seed_3171,95130,15843,1612.3728813559321,3
62,311,57,37.17322741128809,53.50802547023093,7,random_seed_3172,95219,15844,1670.5087719298247,2
62,311,55,37.29067419733699,53.44053522697262,10,random_seed_3173,95041,15867,1728.0181818181818,3
62,311,54,37.256363900288996,53.63126852313742,12,random_seed_3174,95093,15802,1760.9814814814815,4
62,311,56,37.172567597883315,53.44933830218023,8,random_seed_3175,95220,15864,1700.357142857143,2
62,311,53,37.33290225524222,53.88068898735292,11,random_seed_3176,94977,15717,1792.0188679245282,2
62,311,55,37.26428166114623,53.763314651251505,10,random_seed_3177,95081,15757,1728.7454545454545,3
62,311,59,37.25174520645562,53.75744593444644,6,random_seed_3178,95100,15759,1611.864406779661,3
62,311,56,37.07755446759656,53.217523988379945,9,random_seed_3179,95364,15943,1702.9285714285713,3
62,311,54,37.233930244526846,53.57258135508671,10,random_seed_3180,95127,15822,1761.611111111111,2
62,311,57,37.24448725900316,53.4962880366208,7,random_seed_3181,95111,15848,1668.6140350877192,2
62,311,57,37.32696393459929,53.616596731124744,8,random_seed_3182,94986,15807,1666.421052631579,3
62,311,59,37.344119083123296,53.96578538102644,5,random_seed_3183,94960,15688,1609.4915254237287,2
62,311,54,37.2372293115507,53.38478241732445,11,random_seed_3184,95122,15886,1761.5185185185185,3
62,311,57,37.23459005793161,53.54323777106136,7,random_seed_3185,95126,15832,1668.877192982456,2
62,311,57,37.19566106705024,53.50802547023093,7,random_seed_3186,95185,15844,1669.9122807017543,2
62,311,56,37.17916573193101,53.557909563074034,9,random_seed_3187,95210,15827,1700.1785714285713,3
62,311,58,37.330263001623145,53.91590128818334,7,random_seed_3188,94981,15705,1637.603448275862,3
62,311,56,37.40152284933821,53.813198744094606,10,random_seed_3189,94873,15740,1694.1607142857142,4
62,311,58,37.12638065954948,53.43760086857009,7,random_seed_3190,95290,15868,1642.9310344827586,3
62,311,59,37.16201058340701,53.48161624460812,6,random_seed_3191,95236,15853,1614.1694915254238,3
62,311,58,37.3546760975996,53.93644179700109,8,random_seed_3192,94944,15698,1636.9655172413793,4
62,311,59,37.157391889573624,53.370110625311774,5,random_seed_3193,95243,15891,1614.2881355932204,2
62,311,59,37.21809472281239,53.66941518237037,7,random_seed_3194,95151,15789,1612.7288135593221,4
62,311,57,37.14749468850209,53.39945420933713,8,random_seed_3195,95258,15881,1671.1929824561403,3
62,311,60,37.10064793676348,53.41706035975234,7,random_seed_3196,95329,15875,1588.8166666666666,5
62,311,55,37.213476028979,53.39945420933713,9,random_seed_3197,95158,15881,1730.1454545454546,2
62,311,58,37.28539569009884,53.78678951847179,6,random_seed_3198,95049,15749,1638.7758620689656,2
62,311,54,37.34939759036144,53.79559259367939,11,random_seed_3199,94952,15746,1758.3703703703704,3
62,311,59,37.14287599466871,53.41412600134981,6,random_seed_3200,95265,15876,1614.6610169491526,3
62,311,58,37.22601248366962,53.396519850934595,7,random_seed_3201,95139,15882,1640.3275862068965,3
62,311,57,37.33884057588514,53.92763872179348,8,random_seed_3202,94968,15701,1666.1052631578948,3
62,311,56,37.28935457052746,53.71049620000586,9,random_seed_3203,95043,15775,1697.1964285714287,3
62,311,57,37.32168542736114,53.74864285923883,8,random_seed_3204,94994,15762,1666.561403508772,3
62,311,60,37.20753770833608,53.27914551483318,5,random_seed_3205,95167,15922,1586.1166666666666,3
62,311,52,37.35665553781391,53.84841104492503,13,random_seed_3206,94941,15728,1825.7884615384614,3
62,311,57,37.233930244526846,53.48748496141319,9,random_seed_3207,95127,15851,1668.8947368421052,4
62,311,56,37.286055503503604,53.58431878869685,8,random_seed_3208,95048,15818,1697.2857142857142,2
62,311,54,37.20885733514562,53.35837319170164,10,random_seed_3209,95165,15895,1762.3148148148148,2
62,311,56,37.34213964290898,53.607793655917135,9,random_seed_3210,94963,15810,1695.767857142857,3
62,311,55,37.150133942121165,53.443469585375155,11,random_seed_3211,95254,15866,1731.8909090909092,4
62,311,55,37.24844613943177,53.45814137738783,9,random_seed_3212,95105,15861,1729.1818181818182,2
62,311,59,37.189062933002546,53.3554388332991,7,random_seed_3213,95195,15896,1613.4745762711864,4
62,311,59,37.160031143192704,53.38184805892192,6,random_seed_3214,95239,15887,1614.2203389830509,3
62,311,55,37.171247971073775,53.616596731124744,10,random_seed_3215,95222,15807,1731.3090909090909,3
62,311,54,37.14485543488302,53.57258135508671,10,random_seed_3216,95262,15822,1764.111111111111,2
62,311,54,37.220074163026695,53.50802547023093,12,random_seed_3217,95148,15844,1762.0,4
62,311,56,37.302550838622835,53.81613310249714,10,random_seed_3218,95023,15739,1696.8392857142858,4
62,311,57,37.257683527098536,53.81613310249714,9,random_seed_3219,95091,15739,1668.2631578947369,4
62,311,56,37.14815450190686,53.378913700519384,9,random_seed_3220,95257,15888,1701.017857142857,3
62,311,52,37.194341440240706,53.549106487866425,13,random_seed_3221,95187,15830,1830.5192307692307,3
62,311,58,37.24316763219361,53.69289004959066,8,random_seed_3222,95113,15781,1639.8793103448277,4
62,311,60,37.317726546932526,53.78972387687432,6,random_seed_3223,95000,15748,1583.3333333333333,4
62,311,51,37.319046173742066,53.860148478535166,12,random_seed_3224,94998,15724,1862.7058823529412,1
62,311,59,37.1686087174547,53.32902960767628,6,random_seed_3225,95226,15905,1614.0,3
62,311,55,37.222053603241,53.48748496141319,9,random_seed_3226,95145,15851,1729.909090909091,2
62,311,55,37.311128412884834,53.85721412013263,11,random_seed_3227,95010,15725,1727.4545454545455,4
62,311,58,37.40284247614775,53.78678951847179,8,random_seed_3228,94871,15749,1635.7068965517242,4
62,311,57,37.42131725148128,54.065553566712644,9,random_seed_3229,94843,15654,1663.9122807017543,4
62,311,53,37.22997136409823,53.57551571348924,10,random_seed_3230,95133,15821,1794.9622641509434,1
62,311,56,37.17190778447855,53.34076704128642,10,random_seed_3231,95221,15901,1700.375,4
62,311,60,37.23986856516977,53.68702133278559,7,random_seed_3232,95118,15783,1585.3,5
62,311,57,37.20093957428839,53.80146131048447,8,random_seed_3233,95177,15744,1669.7719298245613,3
62,311,51,37.29529289117038,53.57551571348924,13,random_seed_3234,95034,15821,1863.4117647058824,2
62,311,56,37.15541244935932,53.35837319170164,7,random_seed_3235,95246,15895,1700.8214285714287,1
62,311,55,37.37974900698083,53.72810235042108,9,random_seed_3236,94906,15769,1725.5636363636363,2
62,311,57,37.290014383932224,53.81613310249714,7,random_seed_3237,95042,15739,1667.4035087719299,2
62,311,56,37.06237875928687,53.108952727486134,8,random_seed_3238,95387,15980,1703.3392857142858,2
62,311,59,37.22931155069346,53.29381730684586,6,random_seed_3239,95134,15917,1612.4406779661017,3
62,311,50,37.167948904049936,53.552040846268966,13,random_seed_3240,95227,15829,1904.54,1
62,311,57,37.20027976088362,53.32022653246867,8,random_seed_3241,95178,15908,1669.7894736842106,3
62,311,58,37.15211338233548,53.54323777106136,6,random_seed_3242,95251,15832,1642.2586206896551,2
62,311,57,37.26560128795577,53.604859297514594,9,random_seed_3243,95079,15811,1668.0526315789473,4
62,311,57,37.264941474550994,53.81613310249714,9,random_seed_3244,95080,15739,1668.0701754385964,4
62,311,55,37.24184800538408,53.55497520467149,9,random_seed_3245,95115,15828,1729.3636363636363,2
62,311,54,37.259003153908075,53.648874673552626,10,random_seed_3246,95089,15796,1760.9074074074074,2
62,311,52,37.24448725900316,53.373044983714315,13,random_seed_3247,95111,15890,1829.0576923076924,3
62,311,57,37.32696393459929,53.98339153144165,7,random_seed_3248,94986,15682,1666.421052631579,2
62,311,56,37.29595270457515,53.46694445259544,9,random_seed_3249,95033,15858,1697.017857142857,3
62,311,58,37.24052837857454,53.61953108952727,7,random_seed_3250,95117,15806,1639.948275862069,3
62,311,56,37.15673207616886,53.28207987323572,8,random_seed_3251,95244,15921,1700.7857142857142,2
62,311,57,37.21677509600285,53.53736905425629,8,random_seed_3252,95153,15834,1669.3508771929824,3
62,311,56,37.35401628419483,53.772117726459115,7,random_seed_3253,94945,15754,1695.4464285714287,1
62,311,59,37.30453027883714,53.85721412013263,7,random_seed_3254,95020,15725,1610.5084745762713,4
62,311,54,37.18444423916916,53.56671263828164,10,random_seed_3255,95202,15824,1763.0,2
62,311,58,37.37908919357606,53.97165409783151,8,random_seed_3256,94907,15686,1636.3275862068965,4
62,311,58,37.259003153908075,53.51095982863347,8,random_seed_3257,95089,15843,1639.4655172413793,4
62,311,57,37.18444423916916,53.44053522697262,8,random_seed_3258,95202,15867,1670.2105263157894,3
62,311,58,37.24712651262223,53.5637782798791,8,random_seed_3259,95107,15825,1639.7758620689656,4
62,311,59,37.20093957428839,53.42586343495994,7,random_seed_3260,95177,15872,1613.1694915254238,4
62,311,53,37.21677509600285,53.67528389917544,10,random_seed_3261,95153,15787,1795.3396226415093,1
62,311,58,37.07293577376318,53.27621115643064,7,random_seed_3262,95371,15923,1644.3275862068965,3
62,311,58,37.33224244183745,54.00980075706446,8,random_seed_3263,94978,15673,1637.551724137931,4
62,311,54,37.11450401826363,53.475747527803044,10,random_seed_3264,95308,15855,1764.962962962963,2
62,311,57,37.21809472281239,53.552040846268966,7,random_seed_3265,95151,15829,1669.3157894736842,2
62,311,58,37.26230222093192,53.57258135508671,5,random_seed_3266,95084,15822,1639.3793103448277,1
62,311,56,37.161350770002244,53.273276798028114,9,random_seed_3267,95237,15924,1700.6607142857142,3
62,311,57,37.3098087860753,53.95698230581883,7,random_seed_3268,95012,15691,1666.877192982456,2
62,311,60,37.3183863603373,53.66941518237037,5,random_seed_3269,94999,15789,1583.3166666666666,3
62,311,56,37.26956016838438,53.5637782798791,9,random_seed_3270,95073,15825,1697.732142857143,3
62,311,54,37.07491521397749,53.205786554769794,9,random_seed_3271,95368,15947,1766.0740740740741,1
62,311,57,37.218754536217155,53.311423457261064,7,random_seed_3272,95150,15911,1669.298245614035,2
62,311,58,37.24712651262223,53.78678951847179,6,random_seed_3273,95107,15749,1639.7758620689656,2
62,311,57,37.15871151638317,53.22926142199008,7,random_seed_3274,95241,15939,1670.8947368421052,2
62,311,58,37.14419562147825,53.58725314709939,7,random_seed_3275,95263,15817,1642.4655172413793,3
62,311,57,37.224033043455314,53.513894187036,8,random_seed_3276,95142,15842,1669.157894736842,3
62,311,60,37.01091331371488,53.17937732914698,7,random_seed_3277,95465,15956,1591.0833333333333,5
62,311,56,37.20885733514562,53.446403943777696,7,random_seed_3278,95165,15865,1699.375,1
62,311,56,37.29925177159899,53.754511576043896,9,random_seed_3279,95028,15760,1696.9285714285713,3
62,311,58,37.24184800538408,53.411191642947266,7,random_seed_3280,95115,15877,1639.9137931034484,3
62,311,52,37.243827445598384,53.657677748760236,13,random_seed_3281,95112,15793,1829.076923076923,3
62,311,57,37.36919199250452,53.892426420963055,8,random_seed_3282,94922,15713,1665.298245614035,3
62,311,58,37.14287599466871,53.19111476275712,8,random_seed_3283,95265,15952,1642.5,4
62,311,54,37.13825730083533,53.33489832448135,9,random_seed_3284,95272,15903,1764.2962962962963,1
62,311,59,37.09998812335871,53.32609524927374,7,random_seed_3285,95330,15906,1615.7627118644068,4
62,311,57,37.222713416645774,53.475747527803044,9,random_seed_3286,95144,15855,1669.1929824561403,4
62,311,54,37.25240501986038,53.540303412658815,12,random_seed_3287,95099,15833,1761.0925925925926,4
62,311,56,37.21611528259808,53.469878810997976,10,random_seed_3288,95154,15857,1699.1785714285713,4
62,311,55,37.1408965544544,53.73103670882362,9,random_seed_3289,95268,15768,1732.1454545454546,2
62,311,59,37.19236200002639,53.657677748760236,8,random_seed_3290,95190,15793,1613.3898305084747,5
62,311,55,37.371171432718825,53.804395668887,10,random_seed_3291,94919,15743,1725.8,3
62,311,59,37.224033043455314,53.47281316940051,5,random_seed_3292,95142,15856,1612.5762711864406,2
62,311,58,37.35533591100437,53.813198744094606,9,random_seed_3293,94943,15740,1636.948275862069,5
62,311,58,37.29529289117038,53.58725314709939,7,random_seed_3294,95034,15817,1638.5172413793102,3
62,311,56,37.32168542736114,53.901229496170664,8,random_seed_3295,94994,15710,1696.3214285714287,2
62,311,55,37.317726546932526,53.73103670882362,11,random_seed_3296,95000,15768,1727.2727272727273,4
62,311,59,37.213476028979,53.39945420933713,8,random_seed_3297,95158,15881,1612.8474576271187,5
62,311,57,37.14221618126394,53.446403943777696,9,random_seed_3298,95266,15865,1671.3333333333333,4
62,311,60,37.19236200002639,53.38771677572699,5,random_seed_3299,95190,15885,1586.5,3
62,311,58,37.33950038928991,53.83080489450982,6,random_seed_3300,94967,15734,1637.3620689655172,2
62,311,56,37.42329669169559,53.87775462895038,9,random_seed_3301,94840,15718,1693.5714285714287,3
62,311,59,37.196320880455005,53.47281316940051,5,random_seed_3302,95184,15856,1613.2881355932204,2
62,311,58,37.22997136409823,53.475747527803044,6,random_seed_3303,95133,15855,1640.2241379310344,2
62,311,55,37.196320880455005,53.6136623727222,9,random_seed_3304,95184,15808,1730.6181818181817,2
62,311,56,37.38370788740944,53.84841104492503,10,random_seed_3305,94900,15728,1694.642857142857,4
62,311,57,37.28011718286069,53.72516799201854,9,random_seed_3306,95057,15770,1667.6666666666667,4
62,311,57,37.336201322266064,53.604859297514594,8,random_seed_3307,94972,15811,1666.1754385964912,3
62,311,57,37.30848915926576,53.716364916810946,7,random_seed_3308,95014,15773,1666.9122807017543,2
62,311,58,37.12110215231132,53.214589629977404,8,random_seed_3309,95298,15944,1643.0689655172414,4
62,311,54,37.1494741287164,53.4552070189853,11,random_seed_3310,95255,15862,1763.9814814814815,3
62,311,57,37.185104052573934,53.361307550104165,7,random_seed_3311,95201,15894,1670.1929824561403,2
62,311,56,37.20423864131224,53.69289004959066,9,random_seed_3312,95172,15781,1699.5,3
62,311,56,37.26560128795577,53.598990580709525,9,random_seed_3313,95079,15813,1697.8392857142858,3
62,311,57,37.24844613943177,53.716364916810946,9,random_seed_3314,95105,15773,1668.5087719298247,4
62,311,53,37.1686087174547,53.51682854543854,12,random_seed_3315,95226,15841,1796.7169811320755,3
62,311,60,37.2497657662413,53.716364916810946,6,random_seed_3316,95103,15773,1585.05,4
62,311,56,37.20357882790747,53.604859297514594,9,random_seed_3317,95173,15811,1699.517857142857,3
62,311,56,37.160031143192704,53.33783268288389,8,random_seed_3318,95239,15902,1700.6964285714287,2
62,311,58,37.130339539978095,53.4053229261422,8,random_seed_3319,95284,15879,1642.8275862068965,4
62,311,58,37.2926536375513,53.813198744094606,8,random_seed_3320,95038,15740,1638.5862068965516,4
62,311,53,37.27945736945592,53.67821825757798,11,random_seed_3321,95058,15786,1793.5471698113208,2
62,311,56,37.2926536375513,53.75157721764137,8,random_seed_3322,95038,15761,1697.107142857143,2
62,311,56,37.115163831668404,53.42292907655741,9,random_seed_3323,95307,15873,1701.9107142857142,3
62,311,54,37.14617506169255,53.361307550104165,9,random_seed_3324,95260,15894,1764.0740740740741,1
62,311,56,37.25306483326516,53.43173215176502,8,random_seed_3325,95098,15870,1698.1785714285713,2
62,311,57,37.20093957428839,53.52563162064614,7,random_seed_3326,95177,15838,1669.7719298245613,2
62,311,57,37.34082001609945,53.822001819302216,9,random_seed_3327,94965,15737,1666.0526315789473,4
62,311,60,37.34477889652806,53.64007159834502,6,random_seed_3328,94959,15799,1582.65,4
62,311,55,37.411420050409745,53.9041638545732,10,random_seed_3329,94858,15709,1724.6909090909091,3
62,311,56,37.23129099090777,53.56084392147656,9,random_seed_3330,95131,15826,1698.767857142857,3
